attendance_id,beneficiary_id,program_id,visit_date,present,session_type
1538,154,3,2025-11-02,True,Workshop
1539,154,3,2026-02-22,False,Class
1540,154,3,2026-01-09,True,Counselling
1541,155,2,2026-02-04,False,Workshop
1542,155,2,2026-04-22,True,Class
1543,155,2,2026-02-18,True,Workshop
1544,155,2,2026-01-09,True,Counselling
1545,155,2,2026-03-20,False,Workshop
1546,155,2,2026-02-14,True,Counselling
1547,155,2,2026-05-20,True,Counselling
1548,156,1,2026-03-16,True,Workshop
1549,156,1,2026-01-07,True,Workshop
1550,156,1,2026-04-10,True,Counselling
1551,156,1,2025-12-07,False,Workshop
1552,156,1,2026-03-06,True,Counselling
1553,156,1,2026-01-18,True,Workshop
1554,156,1,2025-12-16,True,Class
1555,156,1,2025-10-29,True,Workshop
1556,156,1,2025-10-30,True,Counselling
1557,156,1,2025-10-21,True,Counselling
1558,156,1,2025-12-09,True,Workshop
1559,157,3,2025-11-29,True,Workshop
1560,157,3,2026-05-24,True,Counselling
1561,157,3,2025-11-28,True,Workshop
1562,157,3,2026-02-17,True,Workshop
1563,157,3,2026-04-20,True,Workshop
1564,157,3,2026-06-06,True,Counselling
1565,157,3,2025-12-17,False,Workshop
1566,157,3,2026-03-17,False,Class
1567,157,3,2026-03-03,True,Class
1568,157,3,2026-04-09,True,Counselling
1569,158,1,2026-03-21,False,Workshop
1570,158,1,2026-02-14,True,Class
1571,158,1,2026-01-23,True,Counselling
1572,158,1,2025-10-12,False,Class
1573,158,1,2026-02-12,True,Class
1574,158,1,2026-04-30,True,Counselling
1575,159,2,2026-04-28,True,Class
1576,159,2,2026-01-27,False,Class
1577,159,2,2026-05-24,True,Counselling
1578,159,2,2026-04-04,True,Workshop
1579,159,2,2026-03-13,True,Class
1580,160,3,2026-06-04,True,Workshop
1581,160,3,2025-12-16,True,Counselling
1582,160,3,2025-11-17,True,Workshop
1583,160,3,2025-12-18,True,Workshop
1584,160,3,2026-05-30,True,Class
1585,160,3,2025-11-27,False,Class
1586,160,3,2025-10-18,True,Workshop
1587,160,3,2025-10-23,True,Class
1588,160,3,2026-05-20,True,Workshop
1589,160,3,2026-06-05,True,Workshop
1590,160,3,2025-11-14,True,Counselling
1591,160,3,2025-12-23,True,Class
1592,160,3,2025-10-10,True,Counselling
1593,160,3,2026-05-01,True,Class
1594,160,3,2026-02-26,True,Workshop
1595,161,2,2026-01-20,True,Counselling
1596,161,2,2026-04-20,False,Workshop
1597,161,2,2026-05-13,True,Class
1598,161,2,2026-05-16,True,Workshop
1599,161,2,2026-04-29,True,Workshop
1600,161,2,2025-12-27,True,Class
1601,161,2,2026-03-05,True,Workshop
1602,161,2,2026-04-17,True,Counselling
1603,161,2,2025-11-16,True,Counselling
1604,162,1,2026-03-10,True,Class
1605,162,1,2025-10-29,True,Workshop
1606,162,1,2026-03-27,False,Class
1607,162,1,2025-12-12,True,Workshop
1608,162,1,2025-10-10,True,Counselling
1609,162,1,2026-03-21,False,Counselling
1610,162,1,2025-10-19,True,Workshop
1611,162,1,2026-04-29,True,Counselling
1612,162,1,2026-02-09,True,Workshop
1613,162,1,2026-06-08,False,Workshop
1614,162,1,2026-02-02,True,Counselling
1615,162,1,2026-01-13,True,Class
1616,162,1,2026-06-07,True,Workshop
1617,163,1,2025-12-06,False,Class
1618,163,1,2026-01-05,True,Class
1619,163,1,2026-05-08,True,Workshop
1620,163,1,2026-03-29,True,Class
1621,163,1,2026-03-08,True,Counselling
1622,163,1,2026-06-03,True,Counselling
1623,163,1,2026-01-10,False,Counselling
1624,164,1,2026-05-09,True,Workshop
1625,164,1,2025-12-30,True,Counselling
1626,164,1,2025-11-22,False,Counselling
1627,164,1,2025-11-16,True,Class
1628,164,1,2026-04-15,True,Workshop
1629,164,1,2026-04-11,True,Counselling
1630,164,1,2026-05-30,True,Counselling
1631,164,1,2025-12-16,True,Counselling
1632,164,1,2025-11-01,False,Counselling
1633,165,2,2026-04-27,False,Counselling
1634,165,2,2026-06-11,True,Workshop
1635,165,2,2026-05-26,True,Class
1636,165,2,2026-01-01,True,Class
1637,165,2,2026-05-11,True,Class
1638,165,2,2026-01-12,True,Class
1639,165,2,2026-02-03,True,Workshop
1640,165,2,2025-12-09,False,Workshop
1641,165,2,2026-05-01,True,Class
1642,166,1,2026-04-28,True,Workshop
1643,166,1,2026-03-31,False,Counselling
1644,166,1,2026-04-22,True,Workshop
1645,166,1,2026-05-23,True,Workshop
1646,166,1,2026-03-08,True,Workshop
1647,166,1,2026-02-20,False,Counselling
1648,166,1,2026-01-07,False,Class
1649,166,1,2025-11-15,False,Class
1650,166,1,2025-11-29,False,Workshop
1651,166,1,2025-11-06,True,Workshop
1652,167,3,2026-01-26,True,Counselling
1653,167,3,2025-12-08,True,Workshop
1654,167,3,2026-03-07,False,Workshop
1655,167,3,2026-02-16,True,Workshop
1656,167,3,2026-01-20,False,Class
1657,167,3,2026-03-19,True,Counselling
1658,167,3,2026-02-12,True,Class
1659,167,3,2025-10-21,True,Class
1660,167,3,2026-06-09,True,Workshop
1661,167,3,2026-03-01,False,Workshop
1662,167,3,2025-10-07,True,Workshop
1663,167,3,2026-02-07,True,Counselling
1664,167,3,2026-01-13,True,Workshop
1665,168,3,2025-10-20,True,Workshop
1666,168,3,2025-10-17,True,Class
1667,168,3,2025-11-29,False,Workshop
1668,168,3,2025-11-27,True,Counselling
1669,169,1,2026-02-07,True,Counselling
1670,169,1,2026-05-29,False,Workshop
1671,169,1,2025-12-06,True,Class
1672,169,1,2026-02-10,True,Workshop
1673,169,1,2026-01-02,True,Counselling
1674,169,1,2025-12-24,True,Workshop
1675,169,1,2026-01-09,False,Counselling
1676,169,1,2026-05-06,True,Class
1677,169,1,2026-01-09,True,Class
1678,169,1,2026-05-14,True,Counselling
1679,169,1,2025-12-12,False,Workshop
1680,169,1,2025-12-14,True,Counselling
1681,169,1,2025-10-23,True,Workshop
1682,169,1,2026-05-01,False,Workshop
1683,169,1,2025-12-17,True,Counselling
1684,170,2,2025-12-26,False,Counselling
1685,170,2,2026-03-26,False,Counselling
1686,170,2,2025-11-02,True,Class
1687,170,2,2026-01-01,True,Class
1688,170,2,2026-04-05,True,Counselling
1689,170,2,2026-03-03,True,Class
1690,170,2,2026-04-30,False,Class
1691,170,2,2026-05-19,True,Counselling
1692,170,2,2026-02-26,False,Counselling
1693,170,2,2026-03-31,False,Class
1694,170,2,2026-04-28,True,Class
1695,170,2,2025-12-14,True,Class
1696,171,2,2026-04-27,True,Workshop
1697,171,2,2026-01-18,True,Class
1698,171,2,2026-04-22,True,Counselling
1699,171,2,2026-04-27,True,Workshop
1700,171,2,2025-10-25,False,Workshop
1701,171,2,2026-01-03,True,Counselling
1702,171,2,2026-05-01,True,Workshop
1703,171,2,2026-05-22,False,Class
1704,171,2,2026-04-03,True,Workshop
1705,171,2,2026-06-05,True,Workshop
1706,171,2,2026-02-08,True,Class
1707,172,3,2026-04-05,True,Counselling
1708,172,3,2026-01-14,True,Class
1709,172,3,2026-04-19,True,Workshop
1710,172,3,2026-01-09,True,Workshop
1711,173,2,2025-12-01,True,Counselling
1712,173,2,2026-02-23,True,Workshop
1713,173,2,2025-12-20,True,Workshop
1714,173,2,2025-11-15,True,Workshop
1715,173,2,2025-12-24,False,Workshop
1716,173,2,2026-01-07,True,Workshop
1717,173,2,2025-11-01,True,Class
1718,173,2,2026-06-12,False,Counselling
1719,173,2,2026-03-02,True,Class
1720,173,2,2026-01-09,True,Counselling
1721,173,2,2026-04-02,True,Workshop
1722,174,3,2026-01-05,False,Counselling
1723,174,3,2026-02-27,True,Class
1724,174,3,2025-12-31,True,Class
1725,174,3,2026-01-01,True,Class
1726,174,3,2025-10-07,True,Counselling
1727,174,3,2026-02-19,True,Counselling
1728,174,3,2026-02-08,False,Counselling
1729,174,3,2026-01-07,True,Workshop
1730,174,3,2026-02-23,False,Counselling
1731,174,3,2025-11-05,True,Counselling
1732,174,3,2026-03-06,True,Counselling
1733,175,2,2025-12-12,True,Counselling
1734,175,2,2025-10-31,True,Class
1735,175,2,2026-02-05,True,Workshop
1736,175,2,2025-11-11,False,Class
1737,175,2,2025-10-26,False,Class
1738,175,2,2026-02-09,True,Class
1739,175,2,2026-04-19,True,Counselling
1740,176,2,2026-05-21,True,Workshop
1741,176,2,2025-12-11,True,Class
1742,176,2,2025-10-18,True,Workshop
1743,176,2,2025-11-28,True,Class
1744,176,2,2025-12-10,True,Counselling
1745,176,2,2026-02-11,True,Counselling
1746,176,2,2026-05-09,False,Class
1747,176,2,2025-11-21,True,Class
1748,176,2,2025-10-17,True,Counselling
1749,176,2,2026-03-17,False,Counselling
1750,176,2,2025-12-04,False,Counselling
1751,176,2,2025-12-30,False,Class
1752,176,2,2026-04-16,True,Class
1753,176,2,2026-03-30,True,Class
1754,176,2,2026-05-21,True,Counselling
1755,177,3,2025-10-16,True,Counselling
1756,177,3,2025-10-14,True,Counselling
1757,177,3,2026-03-10,True,Workshop
1758,177,3,2025-10-11,False,Counselling
1759,177,3,2025-12-06,True,Workshop
1760,177,3,2026-05-28,True,Workshop
1761,177,3,2026-02-24,True,Workshop
1762,177,3,2025-11-20,True,Counselling
1763,177,3,2025-12-25,True,Class
1764,177,3,2026-03-03,True,Counselling
1765,177,3,2025-11-06,False,Workshop
1766,177,3,2026-05-06,True,Class
1767,177,3,2026-02-05,False,Class
1768,178,2,2026-04-01,True,Counselling
1769,178,2,2025-12-24,True,Counselling
1770,178,2,2026-03-23,True,Counselling
1771,178,2,2025-12-18,True,Workshop
1772,178,2,2025-11-07,False,Counselling
1773,178,2,2025-11-12,True,Workshop
1774,178,2,2026-03-30,False,Class
1775,178,2,2025-11-17,True,Class
1776,178,2,2025-11-13,True,Counselling
1777,178,2,2025-10-16,True,Counselling
1778,178,2,2025-12-06,True,Class
1779,178,2,2025-11-05,False,Counselling
1780,178,2,2026-03-04,True,Counselling
1781,179,1,2026-06-07,False,Workshop
1782,179,1,2026-02-24,False,Workshop
1783,179,1,2025-12-01,False,Workshop
1784,179,1,2026-05-25,True,Workshop
1785,179,1,2025-12-16,True,Counselling
1786,179,1,2025-11-05,False,Class
1787,180,1,2026-03-22,True,Counselling
1788,180,1,2026-03-27,False,Counselling
1789,180,1,2026-05-02,True,Workshop
1790,180,1,2025-12-16,False,Workshop
1791,180,1,2025-10-26,True,Class
1792,180,1,2026-04-18,True,Counselling
1793,181,2,2026-06-10,True,Counselling
1794,181,2,2025-11-05,True,Counselling
1795,181,2,2025-11-23,True,Workshop
1796,181,2,2025-10-12,False,Counselling
1797,181,2,2025-11-09,True,Class
1798,181,2,2026-05-19,True,Workshop
1799,181,2,2026-04-28,True,Class
1800,181,2,2026-02-01,True,Counselling
1801,181,2,2026-02-21,True,Counselling
1802,181,2,2025-12-10,False,Class
1803,181,2,2026-06-04,True,Class
1804,181,2,2026-03-03,False,Workshop
1805,181,2,2025-12-18,True,Counselling
1806,181,2,2025-12-04,False,Counselling
1807,182,3,2025-12-23,True,Workshop
1808,182,3,2025-11-03,False,Workshop
1809,182,3,2026-01-02,False,Workshop
1810,182,3,2026-06-10,True,Class
1811,182,3,2026-05-22,True,Workshop
1812,182,3,2025-12-30,True,Class
1813,182,3,2026-01-13,False,Workshop
1814,182,3,2025-12-17,True,Counselling
1815,182,3,2026-04-27,False,Workshop
1816,182,3,2025-12-29,False,Workshop
1817,182,3,2026-01-17,True,Class
1818,182,3,2026-03-21,True,Counselling
1819,182,3,2025-10-23,True,Workshop
1820,182,3,2025-11-16,True,Workshop
1821,182,3,2026-01-21,False,Class
1822,182,3,2026-01-31,True,Class
1823,183,3,2025-10-26,True,Class
1824,183,3,2025-11-04,True,Class
1825,183,3,2026-01-21,False,Workshop
1826,183,3,2026-05-12,True,Class
1827,183,3,2026-01-16,True,Counselling
1828,183,3,2026-05-02,True,Counselling
1829,183,3,2026-04-08,True,Class
1830,183,3,2026-05-12,True,Workshop
1831,183,3,2025-10-08,True,Workshop
1832,183,3,2025-10-14,True,Class
1833,183,3,2026-03-28,True,Counselling
1834,183,3,2025-10-24,True,Counselling
1835,183,3,2026-01-27,False,Class
1836,183,3,2026-01-16,False,Counselling
1837,184,3,2026-01-30,True,Counselling
1838,184,3,2026-01-26,True,Counselling
1839,184,3,2026-05-18,True,Class
1840,184,3,2026-06-03,True,Class
1841,184,3,2026-03-28,True,Class
1842,184,3,2026-01-09,True,Counselling
1843,184,3,2026-03-13,True,Class
1844,184,3,2025-12-08,False,Class
1845,184,3,2026-01-23,True,Workshop
1846,185,1,2025-12-28,True,Workshop
1847,185,1,2026-02-16,True,Workshop
1848,185,1,2025-12-21,False,Counselling
1849,185,1,2026-05-07,True,Class
1850,185,1,2026-01-02,True,Counselling
1851,185,1,2025-12-16,True,Counselling
1852,185,1,2026-03-09,True,Workshop
1853,185,1,2025-11-14,True,Workshop
1854,185,1,2025-11-23,False,Workshop
1855,185,1,2026-06-06,True,Class
1856,186,2,2026-05-12,True,Counselling
1857,186,2,2026-01-23,False,Class
1858,186,2,2026-03-20,True,Workshop
1859,186,2,2025-10-23,True,Workshop
1860,186,2,2026-05-06,True,Workshop
1861,186,2,2026-06-10,True,Workshop
1862,186,2,2025-10-07,True,Workshop
1863,186,2,2025-10-12,True,Class
1864,187,2,2026-01-29,True,Counselling
1865,187,2,2025-11-14,False,Class
1866,187,2,2026-01-28,True,Counselling
1867,187,2,2026-01-17,True,Counselling
1868,187,2,2026-04-04,True,Class
1869,187,2,2026-04-30,True,Workshop
1870,188,1,2026-03-16,False,Workshop
1871,188,1,2026-01-12,True,Workshop
1872,188,1,2026-06-10,True,Counselling
1873,188,1,2026-05-11,True,Workshop
1874,188,1,2026-01-18,True,Class
1875,188,1,2025-10-20,True,Counselling
1876,189,2,2026-04-10,False,Counselling
1877,189,2,2026-02-15,True,Workshop
1878,189,2,2026-03-14,False,Counselling
1879,189,2,2026-03-31,True,Workshop
1880,189,2,2026-01-30,True,Workshop
1881,189,2,2026-01-01,True,Workshop
1882,189,2,2026-02-28,True,Class
1883,189,2,2026-01-01,True,Class
1884,189,2,2025-12-08,True,Class
1885,189,2,2026-05-01,True,Class
1886,189,2,2025-12-04,True,Counselling
1887,189,2,2025-10-18,False,Class
1888,189,2,2025-10-09,False,Counselling
1889,189,2,2026-02-02,True,Workshop
1890,189,2,2026-02-05,True,Workshop
1891,189,2,2026-06-09,True,Counselling
1892,190,2,2025-12-12,False,Counselling
1893,190,2,2026-01-27,True,Class
1894,190,2,2025-12-05,True,Counselling
1895,190,2,2026-02-18,True,Counselling
1896,191,3,2026-01-29,True,Class
1897,191,3,2026-05-24,True,Class
1898,191,3,2026-02-01,True,Class
1899,191,3,2026-02-24,False,Workshop
1900,191,3,2026-04-30,True,Class
1901,191,3,2026-03-18,True,Counselling
1902,191,3,2025-11-07,True,Workshop
1903,191,3,2026-03-28,False,Workshop
1904,191,3,2026-04-06,True,Class
1905,191,3,2025-12-06,False,Class
1906,191,3,2025-10-19,True,Counselling
1907,191,3,2026-02-01,True,Workshop
1908,191,3,2025-10-27,False,Class
1909,191,3,2026-03-13,True,Counselling
1910,191,3,2026-02-15,True,Workshop
1911,191,3,2026-03-14,True,Class
1912,192,1,2025-10-28,True,Workshop
1913,192,1,2026-03-14,True,Class
1914,192,1,2026-02-22,False,Class
1915,192,1,2026-05-22,True,Workshop
1916,192,1,2026-05-12,False,Class
1917,192,1,2026-05-04,True,Class
1918,192,1,2026-02-12,False,Workshop
1919,192,1,2026-03-28,True,Workshop
1920,192,1,2025-10-27,True,Counselling
1921,193,1,2026-04-05,True,Workshop
1922,193,1,2025-12-26,False,Class
1923,193,1,2026-05-08,True,Counselling
1924,193,1,2026-02-21,True,Workshop
1925,193,1,2025-10-29,True,Class
1926,193,1,2026-04-25,True,Class
1927,193,1,2026-05-09,False,Workshop
1928,193,1,2025-12-04,True,Class
1929,193,1,2026-05-02,True,Workshop
1930,193,1,2025-10-10,True,Class
1931,193,1,2026-02-25,False,Counselling
1932,193,1,2026-02-06,True,Workshop
1933,193,1,2025-12-02,False,Counselling
1934,193,1,2025-12-09,False,Class
1935,193,1,2026-05-15,True,Class
1936,193,1,2026-05-11,True,Workshop
1937,194,1,2026-06-09,True,Class
1938,194,1,2025-12-21,True,Workshop
1939,194,1,2025-10-06,True,Workshop
1940,194,1,2026-02-10,True,Workshop
1941,194,1,2026-02-08,True,Workshop
1942,194,1,2026-04-10,True,Counselling
1943,194,1,2026-02-02,True,Class
1944,194,1,2026-04-02,True,Workshop
1945,194,1,2025-12-15,True,Counselling
1946,194,1,2025-11-14,False,Class
1947,194,1,2026-02-11,True,Counselling
1948,194,1,2025-12-08,True,Class
1949,195,1,2026-01-02,True,Class
1950,195,1,2026-05-13,True,Workshop
1951,195,1,2026-06-03,True,Class
1952,195,1,2025-10-18,True,Workshop
1953,195,1,2026-06-08,True,Class
1954,195,1,2025-11-03,True,Workshop
1955,195,1,2026-02-28,True,Counselling
1956,195,1,2026-01-01,True,Class
1957,195,1,2026-03-18,False,Workshop
1958,195,1,2026-05-28,False,Counselling
1959,195,1,2026-05-30,True,Class
1960,195,1,2026-04-05,True,Workshop
1961,195,1,2025-10-14,True,Counselling
1962,196,1,2026-04-10,True,Class
1963,196,1,2026-04-27,True,Class
1964,196,1,2026-05-30,True,Class
1965,196,1,2026-03-31,False,Workshop
1966,196,1,2025-10-23,True,Workshop
1967,196,1,2026-04-26,True,Workshop
1968,196,1,2026-03-11,True,Workshop
1969,196,1,2026-05-15,True,Counselling
1970,196,1,2026-06-09,True,Workshop
1971,196,1,2026-03-12,True,Counselling
1972,197,3,2026-01-13,True,Class
1973,197,3,2025-12-28,True,Class
1974,197,3,2026-01-14,False,Class
1975,197,3,2025-10-28,True,Class
1976,197,3,2026-01-02,True,Class
1977,197,3,2026-01-13,True,Class
1978,197,3,2025-12-14,False,Class
1979,197,3,2026-05-24,True,Workshop
1980,197,3,2025-12-09,False,Class
1981,197,3,2026-01-27,True,Class
1982,197,3,2026-05-11,True,Workshop
1983,197,3,2026-01-23,True,Counselling
1984,197,3,2025-10-06,True,Workshop
1985,197,3,2026-02-18,True,Workshop
1986,197,3,2026-05-26,False,Workshop
1987,197,3,2026-01-29,True,Class
1988,198,2,2026-04-03,True,Workshop
1989,198,2,2026-06-01,True,Counselling
1990,198,2,2026-04-25,False,Workshop
1991,198,2,2025-12-19,True,Class
1992,198,2,2026-02-20,False,Counselling
1993,198,2,2025-11-25,False,Workshop
1994,198,2,2026-01-08,True,Class
1995,198,2,2026-04-26,True,Class
1996,198,2,2026-01-17,True,Counselling
1997,198,2,2025-12-16,True,Counselling
1998,198,2,2026-02-16,True,Workshop
1999,198,2,2025-11-06,True,Workshop
2000,198,2,2025-12-13,True,Counselling
2001,199,2,2026-04-30,True,Class
2002,199,2,2026-01-27,True,Workshop
2003,199,2,2026-06-02,True,Workshop
2004,199,2,2025-10-18,True,Workshop
2005,199,2,2025-11-01,True,Counselling
2006,200,3,2025-11-14,True,Counselling
2007,200,3,2026-05-14,True,Counselling
2008,200,3,2026-03-16,True,Workshop
2009,200,3,2026-05-22,True,Counselling
2010,200,3,2026-05-09,False,Counselling
2011,200,3,2026-03-29,True,Class
2012,200,3,2026-01-03,True,Workshop
2013,201,2,2025-12-07,True,Class
2014,201,2,2026-04-08,True,Counselling
2015,201,2,2025-12-26,True,Counselling
2016,201,2,2025-12-04,False,Counselling
2017,201,2,2026-04-08,True,Workshop
2018,201,2,2026-04-17,True,Workshop
2019,201,2,2026-04-21,False,Class
2020,202,2,2026-04-14,False,Workshop
2021,202,2,2026-05-06,False,Class
2022,202,2,2026-02-06,True,Workshop
2023,202,2,2026-04-26,True,Class
2024,202,2,2026-01-18,False,Counselling
2025,202,2,2026-04-27,True,Class
2026,202,2,2026-03-25,True,Class
2027,202,2,2025-11-15,False,Counselling
2028,202,2,2026-01-08,True,Class
2029,202,2,2026-05-07,True,Workshop
2030,202,2,2026-04-11,False,Counselling
2031,203,1,2026-05-18,True,Counselling
2032,203,1,2025-12-02,True,Counselling
2033,203,1,2026-05-18,False,Workshop
2034,203,1,2026-06-07,True,Class
2035,203,1,2025-11-29,True,Class
2036,203,1,2026-04-10,True,Workshop
2037,203,1,2026-05-07,True,Class
2038,203,1,2025-10-10,True,Counselling
2039,203,1,2025-12-06,True,Counselling
2040,203,1,2026-05-22,True,Class
2041,204,2,2025-11-30,False,Class
2042,204,2,2026-03-26,True,Workshop
2043,204,2,2026-05-04,True,Class
2044,204,2,2026-01-24,True,Counselling
2045,204,2,2026-01-24,True,Class
2046,204,2,2025-11-13,True,Class
2047,204,2,2026-01-24,True,Class
2048,204,2,2026-02-02,False,Class
2049,204,2,2026-06-12,True,Class
2050,204,2,2026-04-15,False,Workshop
2051,204,2,2026-05-06,True,Counselling
2052,205,3,2026-04-16,False,Counselling
2053,205,3,2025-10-29,True,Workshop
2054,205,3,2026-04-30,True,Class
2055,205,3,2026-05-17,True,Workshop
2056,205,3,2026-05-24,True,Class
2057,205,3,2026-03-12,True,Class
2058,205,3,2026-01-09,True,Class
2059,205,3,2026-02-23,True,Counselling
2060,206,1,2025-12-21,False,Class
2061,206,1,2025-10-27,True,Counselling
2062,206,1,2025-11-15,True,Workshop
2063,206,1,2025-10-31,True,Workshop
2064,206,1,2025-10-21,False,Counselling
2065,206,1,2026-03-10,True,Counselling
2066,207,2,2026-05-24,True,Class
2067,207,2,2025-11-25,True,Workshop
2068,207,2,2026-05-06,False,Workshop
2069,207,2,2025-12-10,False,Class
2070,207,2,2026-05-15,False,Counselling
2071,207,2,2026-04-02,True,Class
2072,207,2,2026-03-22,True,Class
2073,207,2,2025-11-28,False,Workshop
2074,207,2,2026-03-23,False,Workshop
2075,207,2,2026-02-09,False,Counselling
2076,207,2,2025-11-21,True,Class
2077,207,2,2025-11-19,True,Workshop
2078,207,2,2026-02-25,False,Counselling
2079,207,2,2026-01-27,False,Counselling
2080,207,2,2026-01-26,True,Workshop
2081,207,2,2026-05-22,False,Counselling
2082,208,3,2025-11-26,True,Counselling
2083,208,3,2026-05-21,True,Workshop
2084,208,3,2026-06-12,True,Class
2085,208,3,2026-03-12,False,Class
2086,208,3,2025-10-20,True,Class
2087,208,3,2025-10-22,True,Workshop
2088,208,3,2025-11-07,True,Workshop
2089,208,3,2026-02-15,True,Counselling
2090,208,3,2025-10-07,False,Class
2091,208,3,2026-04-20,True,Class
2092,208,3,2025-12-03,True,Class
2093,208,3,2025-10-09,True,Workshop
2094,208,3,2025-12-07,True,Counselling
2095,209,3,2026-03-09,True,Counselling
2096,209,3,2026-05-16,True,Workshop
2097,209,3,2025-11-10,True,Class
2098,209,3,2026-05-06,True,Class
2099,209,3,2026-05-23,True,Class
2100,209,3,2026-06-09,False,Class
2101,209,3,2025-11-29,True,Workshop
2102,209,3,2025-12-04,True,Counselling
2103,209,3,2026-01-28,True,Workshop
2104,209,3,2026-02-27,True,Workshop
2105,210,1,2025-12-29,True,Workshop
2106,210,1,2026-05-15,True,Class
2107,210,1,2025-10-30,True,Counselling
2108,210,1,2025-12-02,True,Counselling
2109,210,1,2026-05-02,True,Workshop
2110,210,1,2025-11-11,False,Counselling
2111,210,1,2025-10-13,False,Counselling
2112,210,1,2025-12-12,True,Counselling
2113,210,1,2026-02-04,True,Counselling
2114,210,1,2026-04-15,False,Class
2115,210,1,2026-04-04,True,Counselling
2116,210,1,2026-03-08,True,Counselling
2117,210,1,2026-04-19,False,Counselling
2118,210,1,2026-05-29,True,Workshop
2119,210,1,2026-04-26,True,Counselling
2120,210,1,2026-02-13,False,Workshop
2121,211,1,2025-12-30,False,Workshop
2122,211,1,2026-05-01,True,Workshop
2123,211,1,2025-12-29,False,Class
2124,211,1,2026-04-04,True,Class
2125,211,1,2026-05-24,True,Counselling
2126,211,1,2025-11-25,True,Class
2127,211,1,2026-04-12,True,Class
2128,211,1,2026-01-25,True,Class
2129,211,1,2026-04-19,True,Workshop
2130,211,1,2026-04-25,True,Counselling
2131,211,1,2025-10-18,True,Class
2132,211,1,2026-04-05,True,Counselling
2133,211,1,2026-01-19,True,Counselling
2134,211,1,2025-11-22,False,Class
2135,212,2,2026-03-24,True,Workshop
2136,212,2,2026-06-10,True,Workshop
2137,212,2,2025-10-10,False,Counselling
2138,212,2,2026-04-24,True,Workshop
2139,213,3,2026-03-13,True,Counselling
2140,213,3,2025-12-22,True,Workshop
2141,213,3,2026-02-28,True,Counselling
2142,213,3,2025-11-18,True,Class
2143,213,3,2026-01-13,False,Workshop
2144,213,3,2026-01-13,True,Workshop
2145,213,3,2026-05-02,True,Counselling
2146,213,3,2026-02-14,True,Counselling
2147,213,3,2026-05-20,True,Class
2148,213,3,2025-11-18,True,Counselling
2149,213,3,2026-05-02,True,Workshop
2150,213,3,2025-11-23,True,Workshop
2151,213,3,2026-03-30,True,Counselling
2152,213,3,2025-11-05,False,Class
2153,213,3,2025-10-27,False,Class
2154,214,3,2026-01-07,True,Class
2155,214,3,2026-01-18,False,Class
2156,214,3,2025-11-18,True,Class
2157,214,3,2025-11-28,True,Counselling
2158,214,3,2025-11-02,True,Workshop
2159,214,3,2026-05-19,False,Workshop
2160,214,3,2026-04-30,True,Class
2161,215,3,2026-04-02,True,Workshop
2162,215,3,2026-05-21,True,Class
2163,215,3,2025-12-13,False,Workshop
2164,215,3,2026-02-11,True,Workshop
2165,215,3,2025-12-28,True,Class
2166,216,3,2026-02-08,True,Workshop
2167,216,3,2025-11-05,True,Workshop
2168,216,3,2026-02-28,True,Workshop
2169,216,3,2026-03-11,True,Workshop
2170,216,3,2026-05-22,False,Counselling
2171,216,3,2026-02-17,True,Counselling
2172,216,3,2026-06-02,True,Counselling
2173,216,3,2025-11-22,True,Counselling
2174,216,3,2025-11-14,True,Class
2175,216,3,2025-11-06,True,Workshop
2176,216,3,2026-03-08,True,Counselling
2177,216,3,2026-03-02,True,Class
2178,216,3,2026-03-05,False,Counselling
2179,217,1,2026-03-15,False,Workshop
2180,217,1,2025-12-30,False,Class
2181,217,1,2026-05-22,True,Counselling
2182,217,1,2026-05-16,False,Workshop
2183,217,1,2026-04-22,False,Workshop
2184,218,1,2026-03-23,True,Counselling
2185,218,1,2026-02-08,True,Counselling
2186,218,1,2025-12-05,False,Class
2187,218,1,2026-04-02,False,Class
2188,218,1,2026-01-24,True,Workshop
2189,219,2,2025-12-31,True,Workshop
2190,219,2,2026-01-18,True,Counselling
2191,219,2,2025-11-26,False,Class
2192,219,2,2025-10-16,True,Workshop
2193,219,2,2026-02-11,True,Class
2194,219,2,2026-04-19,True,Counselling
2195,220,2,2026-04-04,True,Counselling
2196,220,2,2026-04-28,True,Class
2197,220,2,2026-05-26,True,Workshop
2198,220,2,2026-05-23,True,Counselling
2199,220,2,2026-02-17,False,Counselling
2200,220,2,2026-04-19,True,Class
2201,220,2,2025-11-12,True,Class
2202,220,2,2025-10-26,False,Workshop
2203,220,2,2025-10-09,True,Class
2204,220,2,2026-04-23,True,Workshop
2205,221,1,2026-02-11,True,Counselling
2206,221,1,2026-02-21,True,Counselling
2207,221,1,2026-01-17,False,Class
2208,221,1,2026-01-20,True,Class
2209,221,1,2025-12-09,True,Workshop
2210,221,1,2025-12-24,True,Class
2211,221,1,2026-05-05,False,Class
2212,221,1,2026-02-05,True,Class
2213,221,1,2025-11-22,False,Workshop
2214,221,1,2026-01-30,True,Workshop
2215,221,1,2025-10-14,True,Counselling
2216,222,1,2025-12-31,True,Class
2217,222,1,2026-04-18,True,Workshop
2218,222,1,2025-12-16,True,Counselling
2219,222,1,2026-03-08,True,Workshop
2220,222,1,2026-04-20,True,Counselling
2221,222,1,2026-01-16,True,Workshop
2222,222,1,2025-11-16,True,Class
2223,222,1,2026-03-27,True,Counselling
2224,222,1,2025-11-15,True,Counselling
